time(s),voltage(V),current(A),fluke current(A),total energy(J)
172.715,8.26464,48.8022,1.38215,71081.2
172.735,8.46335,46.3338,0.867831,71089
172.755,8.59295,43.454,0.867831,71096.4
172.775,8.53247,45.0996,0.353509,71104.1
172.795,8.50655,44.6882,-0.160814,71111.7
172.816,8.63615,42.6312,0.353509,71119.4
172.835,8.68799,43.454,0.867831,71126.6
172.855,8.61023,42.6312,0.867831,71134
172.875,8.72255,41.397,1.38215,71141.2
172.905,8.75711,41.397,0.353509,71152.1
172.915,8.77439,39.7514,0.353509,71155.6
172.935,8.77439,40.5742,0.867831,71162.7
172.955,8.80895,38.9286,0.353509,71169.5
172.975,8.80895,40.9856,0.353509,71176.8
172.995,8.77439,41.8084,0.867831,71184.1
173.015,8.82623,39.7514,1.38215,71191.1
173.035,8.80895,38.5173,0.867831,71197.9
173.055,8.86079,36.0488,0.867831,71204.3
173.075,8.77439,34.8146,0.353509,71210.4
173.095,8.78303,29.4665,0.867831,71215.6
173.115,8.74847,25.3525,0.867831,71220
173.135,8.88671,21.6499,0.867831,71223.9
173.155,8.84351,26.9981,0.867831,71228.6
173.175,8.84351,22.8841,0.867831,71232.6
173.195,8.85215,20.8271,1.38215,71236.3
173.215,8.86943,19.5929,0.353509,71239.9
173.235,8.79167,24.9411,0.353509,71244.2
173.255,8.72255,23.2955,1.38215,71248.2
173.276,8.91263,24.9411,1.38215,71253.1
173.295,8.66207,31.112,0.867831,71258
173.315,8.50655,34.4033,0.867831,71263.9
173.335,8.71391,31.112,0.353509,71269.3
173.355,8.65343,30.2893,0.867831,71274.6
173.375,8.58431,34.4033,0.353509,71280.4
173.395,8.49791,38.1058,1.38215,71286.9
173.415,8.41152,38.5173,0.867831,71293.4
173.435,8.43743,37.6944,0.353509,71299.7
173.455,9.08543,30.2893,0.867831,71305.2
173.475,9.02495,33.5804,0.353509,71311.3
173.495,9.50014,20.4157,0.867831,71315.2
173.515,9.56926,25.7639,0.867831,71320.1
173.535,9.67294,24.1183,0.353509,71324.8
173.555,9.73342,22.4727,0.867831,71329.2
173.575,9.76798,20.4157,0.353509,71333.1
173.596,9.75934,19.5929,0.867831,71337.2
173.617,9.68158,25.3525,0.353509,71342.4
173.636,9.81982,19.1815,0.867831,71345.9
173.655,9.47423,28.2323,0.867831,71351.1
173.675,9.27551,32.7576,0.353509,71357.1
173.695,7.64256,59.91,0.353509,71366.3
173.716,8.48927,44.6882,0.353509,71374.4
173.735,8.71391,41.8084,0.353509,71381.1
173.755,8.58431,45.511,1.38215,71389
173.775,8.55839,39.7514,0.353509,71395.8
173.795,8.28192,50.4478,0.867831,71404.1
173.815,8.92991,35.6374,0.353509,71410.5
173.835,8.55839,42.6312,1.38215,71417.8
173.855,8.06592,47.1566,0.353509,71425.4
173.875,8.26464,47.1566,0.867831,71433.2
173.895,8.35104,46.3338,0.353509,71440.9
173.915,8.2992,44.2768,0.867831,71448.3
173.935,8.30784,43.454,0.353509,71455.5
173.955,8.31648,44.6882,0.353509,71462.9
173.975,8.54975,44.2768,0.867831,71470.5
173.995,8.40287,46.3338,0.867831,71478.3
174.015,8.44607,43.0426,0.867831,71485.5
174.035,8.48927,43.454,0.353509,71492.9
174.055,8.56703,42.6312,0.353509,71500.3
174.075,8.63615,42.6312,0.353509,71507.6
174.095,8.64479,43.454,0.867831,71515.1
174.115,8.64479,40.9856,-0.160814,71522.2
174.135,8.64479,38.5173,0.353509,71529
174.158,8.70527,40.5742,1.38215,71536.9
174.175,8.76575,39.34,0.353509,71542.8
174.195,8.84351,39.34,0.867831,71549.8
174.215,8.74847,40.1628,0.867831,71556.8
174.235,8.74847,39.7514,0.867831,71563.8
174.255,9.00767,34.8146,0.867831,71570
174.275,9.16319,32.7576,0.867831,71576
174.295,9.25823,29.8779,0.353509,71581.6
174.315,10.2345,10.9535,0.867831,71583.8
174.337,10.2777,9.30788,0.353509,71585.9
174.357,10.1741,14.2447,0.867831,71588.9
174.375,10.0704,14.2447,0.353509,71591.4
174.396,9.95806,17.5359,0.867831,71595.1
174.415,9.85438,20.4157,1.38215,71598.9
174.435,9.84574,20.8271,0.867831,71603
174.455,10.1309,13.0105,0.353509,71605.6
174.475,10.2086,12.1877,0.867831,71608.1
174.495,9.89758,16.7131,0.867831,71611.4
174.515,9.94942,15.8903,0.867831,71614.6
174.535,10.0358,14.2447,0.867831,71617.4
174.557,10.1481,9.30788,0.867831,71619.5
174.576,10.1913,9.30788,0.353509,71621.3
174.596,10.295,8.07368,0.867831,71623
174.615,10.3037,6.42809,0.867831,71624.2
174.635,10.3123,4.78249,0.867831,71625.2
174.655,10.4246,2.72549,0.867831,71625.8
174.676,10.416,1.49129,0.867831,71626.1
174.695,10.3469,1.49129,0.867831,71626.4
174.715,10.3296,-4.6797,0.867831,71625.4
174.735,10.3901,-4.2683,0.867831,71624.6
174.755,10.6493,-16.6103,1.38215,71621
174.775,10.7184,-10.0279,0.353509,71618.9
174.795,10.5629,-2.62271,0.867831,71618.3
174.815,10.3469,-0.565706,0.867831,71618.2
174.835,10.4333,-2.2113,0.867831,71617.7
174.855,10.6838,-10.4393,0.867831,71615.5
174.875,10.7097,-5.5025,0.867831,71614.3
174.895,10.7097,-1.7999,0.353509,71613.9
174.915,10.4073,1.49129,0.353509,71614.2
174.935,10.3987,2.31409,0.353509,71614.7
174.955,10.4937,-2.62271,0.353509,71614.2
174.975,10.5024,-1.38851,1.38215,71613.9
174.995,10.511,-0.15431,0.353509,71613.8
175.015,10.3296,3.95969,0.867831,71614.7
175.035,10.3814,1.07989,0.867831,71614.9
175.055,10.4592,-1.38851,0.353509,71614.6
175.075,10.4937,1.07989,0.867831,71614.8
175.095,10.4851,1.07989,0.353509,71615.1
175.115,10.5456,-3.0341,0.353509,71614.4
175.135,10.5974,-3.0341,0.353509,71613.8
175.155,10.5974,-3.0341,0.353509,71613.1
175.177,10.5801,-2.62271,0.353509,71612.5
175.195,10.6233,-2.62271,0.353509,71612
175.215,10.7097,-4.6797,0.867831,71611
175.235,10.727,-3.8569,0.353509,71610.2
175.255,10.5283,0.668491,0.867831,71610.3
175.276,10.4937,1.07989,0.353509,71610.6
175.295,10.3469,1.49129,1.38215,71610.9
175.315,10.7443,-7.1481,0.353509,71609.4
175.335,10.7529,-6.3253,1.89648,71608
175.355,10.5974,-0.977102,1.38215,71607.8
175.376,10.5715,-0.15431,0.353509,71607.8
175.395,10.6493,-1.7999,0.353509,71607.4
175.415,10.6233,-3.8569,0.867831,71606.6
175.435,10.5715,-0.977102,0.353509,71606.4
175.455,10.6061,-2.2113,0.867831,71605.9
175.475,10.6147,-3.4455,0.867831,71605.2
175.495,10.6752,-5.0911,0.353509,71604.1
175.515,10.6579,-3.8569,0.353509,71603.3
175.535,10.6752,-3.8569,0.867831,71602.5
175.555,10.6838,-3.4455,0.353509,71601.7
175.575,10.6925,-3.4455,0.353509,71601
175.595,10.6406,-3.8569,0.867831,71600.2
175.615,10.6147,-3.8569,0.867831,71599.3
175.635,10.6233,-5.5025,0.353509,71598.2
175.655,10.5456,-8.79369,0.867831,71596.3
175.675,10.5283,-12.4963,1.38215,71593.6
175.695,10.5715,-10.0279,0.867831,71591.6
175.715,10.5715,-10.8507,1.38215,71589.3
175.735,10.5801,-8.79369,0.353509,71587.4
175.755,10.5542,-7.5595,0.353509,71585.8
175.776,10.5456,-10.4393,0.353509,71583.5
175.796,10.3382,2.31409,0.867831,71583.9
175.815,10.4246,-2.62271,0.867831,71583.4
175.835,10.3123,-3.4455,0.867831,71582.7
175.855,10.2432,-0.15431,0.867831,71582.7
175.875,10.2518,-2.62271,0.867831,71582.2
175.895,10.3037,-0.565706,0.353509,71582
175.915,10.3382,-4.6797,0.867831,71581.1
175.935,10.3123,-4.2683,0.867831,71580.2
175.955,10.1395,-1.38851,0.353509,71579.9
175.975,10.1827,-0.565706,0.867831,71579.8
175.995,10.1741,1.07989,0.867831,71580
176.015,10.3469,-3.8569,0.867831,71579.2
176.035,10.3901,-2.2113,0.867831,71578.8
176.055,10.4246,-0.977102,0.867831,71578.5
176.075,10.4246,0.668491,0.867831,71578.7
176.095,10.3814,-0.977102,1.38215,71578.5
176.115,10.3469,-4.2683,0.867831,71577.6
176.135,10.416,-0.565706,0.353509,71577.5
176.16,10.4505,-1.38851,0.353509,71577.1
176.175,10.4505,-1.38851,0.353509,71576.9
176.195,10.4505,-4.6797,1.38215,71575.9
176.217,10.2864,1.49129,1.38215,71576.3
176.235,10.2777,4.37109,0.353509,71577.1
176.255,10.3037,1.07989,1.38215,71577.3
176.275,10.2518,-0.977102,0.867831,71577.1
176.295,10.2864,-3.4455,0.353509,71576.4
176.315,10.3641,-7.97089,0.867831,71574.7
176.335,10.416,-6.3253,0.867831,71573.4
176.355,10.3555,-11.2621,0.867831,71571.1
176.375,10.3555,-3.4455,0.867831,71570.4
176.396,10.3469,-4.6797,0.867831,71569.3
176.415,10.2259,-1.7999,0.867831,71569
176.435,10.2432,-0.977102,-0.160814,71568.8
176.455,10.7357,-14.9647,0.867831,71565.6
176.475,10.727,-15.7875,0.867831,71562.2
176.495,10.8048,-20.7243,1.38215,71557.7
176.517,10.8739,-19.4901,1.38215,71553.1
176.537,10.8998,-18.2559,0.867831,71549.1
176.555,10.8739,-17.0217,0.867831,71545.8
176.575,10.8566,-17.4331,0.867831,71542
176.597,10.7357,-13.3191,0.353509,71538.9
176.615,10.727,-13.7305,0.353509,71536.2
176.635,10.727,-13.3191,0.867831,71533.3
176.655,10.7357,-14.1419,0.867831,71530.3
176.676,10.727,-14.5533,0.353509,71527
176.695,10.7184,-15.3761,0.353509,71523.9
176.715,10.727,-16.1989,1.38215,71520.4
176.735,10.7357,-16.6103,0.353509,71516.8
176.755,10.7357,-17.4331,0.353509,71513.1
176.775,10.7184,-17.0217,0.867831,71509.4
176.795,10.7529,-12.9077,0.353509,71506.7
176.815,10.6838,-10.8507,0.353509,71504.3
176.835,10.6579,-13.7305,0.353509,71501.4
176.855,10.5629,-12.9077,0.867831,71498.7
176.875,10.5715,-13.7305,0.867831,71495.8
176.895,10.5456,-17.0217,0.353509,71492.2
176.915,10.5629,-17.4331,0.867831,71488.5
176.935,10.5542,-14.9647,-0.160814,71485.4
176.956,10.5629,2.31409,0.353509,71485.9
176.976,10.5542,3.54829,1.38215,71486.6
176.995,10.5283,3.13689,0.867831,71487.3
177.015,10.4678,-0.15431,0.867831,71487.2
177.035,10.4678,-0.565706,0.867831,71487.1
177.055,10.0877,9.30788,1.38215,71489
177.075,9.99262,6.01668,0.353509,71490.2
177.095,10.0272,9.71928,0.867831,71492.2
177.117,9.94078,6.42809,0.353509,71493.6
177.135,9.98398,6.83949,0.353509,71494.8
177.155,10.1222,4.37109,1.38215,71495.7
177.177,10.1481,0.257095,0.353509,71495.7
177.195,10.1049,3.54829,0.867831,71496.4
177.215,10.2173,1.90269,0.867831,71496.8
177.235,10.1741,-3.0341,0.867831,71496.1
177.255,10.2259,-0.15431,-0.160814,71496.1
177.275,10.295,-0.565706,0.867831,71496
177.295,10.2777,-3.4455,0.867831,71495.2
177.316,10.3469,-4.2683,0.867831,71494.3
177.335,10.4419,-2.2113,0.353509,71493.9
177.355,10.8739,-18.2559,0.353509,71489.9
177.383,10.8739,-19.0787,0.867831,71484.1
177.395,10.9776,-19.4901,0.353509,71481.5
177.415,11.0121,-19.4901,0.353509,71477.2
177.435,10.9862,-22.3699,0.353509,71472.3
177.455,10.5629,-7.5595,0.867831,71470.7
177.475,10.511,-4.2683,0.867831,71469.8
177.495,10.511,-9.20509,0.867831,71467.9
177.515,10.6061,-3.0341,0.867831,71467.3
177.535,10.6233,0.668491,0.867831,71467.4
177.555,10.5456,-0.977102,0.353509,71467.2
177.575,10.4765,-3.8569,0.867831,71466.4
177.595,10.3728,5.60528,0.353509,71467.5
177.62,10.3296,0.668491,0.867831,71467.7
177.637,10.3728,6.01668,0.867831,71468.8
177.655,10.4419,-4.6797,0.867831,71467.9
177.675,10.5024,0.668491,1.89648,71468.1
177.695,10.416,6.01668,0.353509,71469.3
177.715,10.3037,-1.38851,0.353509,71469
177.735,10.3209,1.07989,1.38215,71469.3
177.755,10.4419,1.07989,0.353509,71469.5
177.775,10.4505,0.257095,0.867831,71469.6
177.795,10.3987,8.07368,1.38215,71471.2
177.815,10.1136,3.13689,1.38215,71471.9
177.835,10.0272,3.13689,0.353509,71472.5
177.855,9.85438,10.5421,1.38215,71474.6
177.875,9.90622,13.4219,0.353509,71477.2
177.895,9.93214,13.4219,0.867831,71479.9
177.915,10.4851,-11.2621,1.38215,71477.5
177.936,10.3987,-11.6735,0.353509,71475
177.955,10.4333,-11.6735,0.353509,71472.7
177.976,10.4592,-12.9077,0.867831,71469.8
177.995,10.4419,-10.0279,-0.160814,71467.8
178.015,10.3123,-14.9647,0.353509,71464.8
178.035,10.4592,-0.977102,0.867831,71464.6
178.055,10.4246,-0.15431,0.867831,71464.5
178.075,10.3296,-7.5595,0.353509,71463
178.095,10.4419,-5.9139,0.867831,71461.7
178.116,10.5283,-10.0279,0.353509,71459.4
178.135,10.5542,-9.6165,0.353509,71457.5
178.155,10.7357,-14.1419,0.867831,71454.6
178.175,10.7789,-14.1419,0.867831,71451.5
178.195,10.7529,-17.0217,0.867831,71447.9
178.218,10.8134,-24.0155,0.867831,71441.9
178.235,10.848,-12.0849,0.867831,71439.6
178.255,10.8307,-10.0279,0.867831,71437.5
178.275,10.8393,-12.0849,1.38215,71434.9
178.295,10.8393,-13.3191,1.38215,71432
178.314,10.8825,-16.1989,0.867831,71428.6
178.334,10.8739,-16.6103,0.867831,71425
178.355,10.7875,-17.0217,0.353509,71421.2
178.374,10.8307,-19.9015,0.867831,71417.1
178.394,10.848,-25.6611,0.353509,71411.5
178.414,10.9085,-13.3191,0.867831,71408.6
178.434,10.9344,-14.5533,0.353509,71405.4
178.454,10.8739,-7.97089,0.867831,71403.7
178.474,10.7789,-10.0279,0.867831,71401.5
178.494,10.727,-22.3699,0.867831,71396.7
178.514,10.8393,-14.1419,0.353509,71393.6
178.534,10.8221,-11.2621,0.353509,71391.2
178.554,10.9689,-17.4331,0.353509,71387.4
178.574,10.9862,-21.1357,0.353509,71382.7
178.594,10.8998,-7.97089,0.867831,71381
178.614,10.6752,-18.2559,1.38215,71377.1
178.634,10.5456,-19.4901,0.867831,71372.9
178.654,10.8998,-29.3637,0.867831,71366.5
178.676,10.8912,-29.3637,1.38215,71359.6
178.694,10.9344,-27.7181,0.353509,71354.2
178.714,10.8912,-24.0155,0.867831,71348.9
178.734,10.9257,-23.6041,1.38215,71343.6
178.755,10.9862,-28.1295,0.353509,71337.2
178.774,11.0121,-27.3067,0.353509,71331.6
178.795,10.9776,-23.1927,0.353509,71326.2
178.815,10.8307,-25.2497,0.867831,71320.8
178.834,10.8825,-24.4269,0.867831,71315.6
178.854,10.8825,-13.7305,0.353509,71312.7
178.874,10.8307,-12.9077,0.353509,71309.9
178.894,10.9517,-5.9139,0.353509,71308.6
178.914,10.5888,3.13689,0.353509,71309.3
178.934,10.5974,9.30788,0.353509,71311.3
178.954,10.511,11.3649,0.353509,71313.6
178.975,10.5197,8.89649,1.38215,71315.6
178.995,10.5024,7.66228,0.867831,71317.2
179.014,10.4505,7.25089,0.353509,71318.6
179.034,10.4419,4.78249,0.353509,71319.6
179.055,10.3037,9.30788,0.867831,71321.6
179.074,10.3296,12.5991,0.353509,71324.1
179.094,10.2605,12.5991,0.353509,71326.7
179.114,10.2432,10.5421,0.353509,71328.8
179.135,10.1568,1.49129,0.353509,71329.2
179.154,10.8134,-16.6103,0.867831,71325.8
179.174,10.8048,-23.6041,0.867831,71320.6
179.194,10.7443,-21.9585,0.867831,71315.9
179.214,10.2086,-5.0911,1.38215,71314.9
179.235,10.2605,-1.7999,0.353509,71314.5
179.254,10.0531,1.07989,0.867831,71314.7
179.274,10.0445,-0.15431,0.867831,71314.7
179.294,9.87166,3.54829,0.353509,71315.4
179.314,9.89758,1.49129,0.867831,71315.7
179.334,10.0099,-1.7999,0.867831,71315.3
179.354,10.4246,-10.4393,0.353509,71313.2
179.374,10.4851,-10.0279,0.867831,71311.1
179.394,10.4765,-12.4963,0.867831,71308.5
179.414,10.3209,-5.0911,0.353509,71307.4
179.435,10.1568,-5.9139,0.867831,71306.1
179.454,10.0445,-0.565706,1.38215,71306
179.474,10.079,-0.977102,0.867831,71305.8
179.495,10.3123,-7.5595,0.867831,71304.2
179.514,10.3382,-9.20509,0.353509,71302.3
179.535,10.416,-5.0911,0.353509,71301.3
179.555,10.3382,-4.6797,0.867831,71300.3
179.574,10.295,-5.0911,0.867831,71299.3
179.594,9.80254,7.25089,0.867831,71300.7
179.614,9.7939,6.01668,0.867831,71301.8
179.634,9.81118,-3.0341,-0.160814,71301.2
179.654,10.0272,-3.4455,0.867831,71300.6
179.674,9.99262,-0.565706,0.353509,71300.4
179.694,9.86302,8.89649,0.867831,71302.2
179.714,9.73342,6.83949,0.353509,71303.6
179.734,9.72478,4.37109,1.38215,71304.4
179.754,9.63838,14.6561,1.38215,71307.2
179.774,9.69022,8.89649,0.867831,71308.9
179.796,9.58654,13.8333,0.353509,71311.8
179.814,9.47423,13.4219,1.38215,71314.1
179.834,9.65566,8.48507,0.867831,71315.8
179.854,9.41374,14.6561,1.38215,71318.5
179.874,9.42239,15.8903,0.867831,71321.5
179.894,9.39647,17.9473,1.38215,71324.9
179.914,9.22367,15.8903,0.867831,71327.8
179.935,9.18911,20.0043,0.867831,71331.7
179.954,9.10271,18.7701,-0.160814,71335
179.974,9.21503,17.5359,0.867831,71338.2
179.994,9.24959,15.4789,0.867831,71341
180.014,9.24095,13.0105,0.353509,71343.4
180.034,9.27551,14.2447,0.353509,71346.1
180.054,9.29279,13.4219,0.867831,71348.5
180.074,9.23231,17.1245,1.38215,71351.7
180.094,9.28415,15.0675,0.353509,71354.5
180.114,9.11135,18.7701,0.867831,71357.9
180.135,9.10271,19.1815,0.353509,71361.6
180.154,9.13727,16.3017,1.38215,71364.4
180.174,9.11135,16.7131,0.867831,71367.5
180.194,9.18047,14.6561,0.353509,71370.2
180.214,8.96447,16.7131,0.867831,71373.2
180.234,9.05087,19.5929,0.353509,71376.8
180.254,8.93855,20.0043,0.867831,71380.3
180.274,9.17183,18.7701,0.867831,71383.7
180.294,9.02495,16.3017,0.353509,71386.7
180.314,8.73983,17.9473,0.867831,71389.8
180.334,8.88671,18.7701,0.867831,71393.2
180.354,9.56062,5.60528,0.353509,71394.3
180.374,9.26687,14.2447,0.867831,71396.9
180.394,9.17183,14.2447,0.867831,71399.5
180.414,9.31871,11.7763,1.38215,71401.7
180.434,9.26687,10.9535,0.353509,71403.8
180.454,9.30143,6.42809,0.867831,71404.9
180.475,9.31007,11.3649,0.353509,71407.2
180.496,9.18047,10.1307,0.867831,71409.1
180.514,9.26687,9.30788,0.353509,71410.7
180.534,9.24095,13.4219,1.38215,71413.2
180.554,9.18047,14.2447,1.38215,71415.8
180.574,9.18911,15.4789,0.353509,71418.6
180.594,8.98175,17.5359,0.867831,71421.8
180.614,8.77439,15.8903,0.353509,71424.6
180.634,8.84351,16.3017,0.867831,71427.5
180.654,8.86079,16.7131,0.867831,71430.5
180.675,8.84351,24.1183,0.353509,71434.8
180.694,9.23231,17.9473,1.38215,71438
180.714,9.08543,26.5867,0.867831,71442.8
180.734,9.19775,29.8779,0.867831,71448.4
180.755,10.0963,10.1307,0.867831,71450.6
180.774,9.94078,10.1307,0.867831,71452.4
180.794,9.98398,6.83949,0.353509,71453.8
180.814,10.079,4.78249,1.38215,71454.8
180.834,10.0877,2.31409,0.867831,71455.3
180.854,10.4851,-6.73669,1.38215,71453.9
180.874,10.4937,-7.5595,0.867831,71452.3
180.894,10.3209,3.95969,0.353509,71453.1
180.915,10.2,-2.2113,1.38215,71452.6
180.934,10.3296,-3.8569,0.353509,71451.9
180.955,10.2691,-1.7999,0.867831,71451.5
180.974,10.2691,-1.38851,1.38215,71451.2
180.994,10.295,-4.6797,0.353509,71450.2
181.014,9.81118,8.07368,0.353509,71451.8
181.036,9.86302,13.4219,0.867831,71454.7
181.054,9.80254,15.4789,0.867831,71457.5
181.074,9.94078,20.0043,0.353509,71461.5
181.094,9.7507,26.9981,0.867831,71466.8
181.114,9.63838,24.9411,0.353509,71471.5
181.135,9.55198,20.4157,0.353509,71475.6
181.154,10.0358,2.72549,0.867831,71476.1
181.174,9.97534,5.60528,0.867831,71477.2
181.194,9.91486,8.07368,0.867831,71478.8
181.216,9.99262,4.37109,0.353509,71479.8
181.234,10.0013,4.78249,1.38215,71480.6
181.254,9.9667,5.60528,0.353509,71481.7
181.274,9.97534,7.25089,0.867831,71483.2
181.294,9.80254,15.4789,0.353509,71486.2
181.315,10.0358,6.83949,0.867831,71487.7
181.334,10.0531,6.42809,0.867831,71488.9
181.354,10.079,5.19389,0.867831,71490
181.374,10.0704,7.66228,0.867831,71491.5
181.394,10.3641,-10.4393,1.38215,71489.3
181.414,10.9689,-26.4839,0.353509,71483.5
181.434,11.0121,-28.1295,1.38215,71477.2
181.455,10.8048,-20.7243,0.867831,71472.6
181.475,10.8048,-18.2559,-0.160814,71468.7
181.494,7.53024,46.7452,0.353509,71475.6
181.514,8.13504,29.055,0.353509,71480.3
181.534,7.59072,26.9981,0.867831,71484.5
181.554,7.7808,27.8209,0.867831,71488.8
181.574,7.88448,28.6437,1.38215,71493.3
181.594,7.76352,34.4033,0.867831,71498.6
181.614,7.93632,27.4095,0.867831,71503
181.634,8.07456,30.2893,0.867831,71507.9
181.656,8.16096,29.8779,0.353509,71513.1
181.674,8.256,28.2323,0.867831,71517.4
181.694,8.35967,25.7639,0.867831,71521.7
181.714,8.39423,27.8209,0.353509,71526.4
181.734,8.43743,25.3525,0.353509,71530.7
181.754,8.57567,25.3525,0.867831,71535
181.775,8.50655,25.7639,0.353509,71539.6
181.794,8.59295,23.2955,1.38215,71543.4
181.814,8.58431,24.1183,1.38215,71547.6
181.834,8.67071,20.8271,0.867831,71551.2
181.854,8.74847,20.8271,0.867831,71554.8
181.874,8.72255,22.4727,0.867831,71558.7
181.894,8.75711,22.4727,0.353509,71562.7
181.914,8.77439,20.8271,0.867831,71566.3
181.934,8.82623,21.2385,0.867831,71570.1
181.954,8.79167,21.6499,0.867831,71573.8
181.974,8.84351,20.4157,0.867831,71577.5
181.994,8.79167,22.4727,0.867831,71581.4
182.014,8.84351,20.8271,0.353509,71585.1
182.034,8.85215,20.0043,0.353509,71588.7
182.054,8.83487,21.6499,0.353509,71592.5
182.074,8.80895,20.8271,0.867831,71596.2
182.094,8.88671,21.2385,0.353509,71599.9
182.114,8.80895,22.4727,1.38215,71603.8
182.135,8.87807,20.4157,0.867831,71607.6
182.154,8.88671,21.6499,-0.160814,71611.3
182.174,8.86943,22.0613,0.867831,71615.2
182.194,8.83487,21.6499,0.867831,71619.1
182.214,8.67935,24.1183,1.38215,71623.2
182.234,8.69663,22.8841,1.38215,71627.3
182.254,7.34016,43.8654,0.353509,71633.6
182.274,7.63392,38.5173,0.867831,71639.5
182.294,7.03777,43.0426,0.867831,71645.6
182.314,7.02049,40.5742,0.867831,71651.2
182.334,7.01185,41.397,0.353509,71657.2
182.354,7.18465,40.5742,0.353509,71662.9
182.374,7.25376,40.1628,0.867831,71668.7
182.394,7.23649,38.9286,-0.675136,71674.3
182.414,7.35744,37.283,0.353509,71679.8
182.434,7.46112,37.6944,0.353509,71685.6
182.454,7.4352,38.1058,0.353509,71691.2
182.474,7.55616,36.4603,0.867831,71696.6
182.494,7.59936,36.8716,0.867831,71702.2
182.514,7.70304,35.6374,0.867831,71707.7
182.534,7.75488,35.226,0.353509,71713.3
182.554,7.79808,36.0488,0.353509,71718.8
182.574,7.88448,33.5804,1.38215,71724.1
182.594,7.9536,34.8146,0.353509,71729.6
182.614,7.96224,33.169,-0.160814,71734.9
182.634,8.03136,31.5234,0.867831,71740.1
182.654,8.10048,31.9349,0.867831,71745.2
182.674,8.17824,31.9349,0.353509,71750.4
182.694,8.14368,31.5234,0.867831,71755.5
182.714,8.256,31.5234,0.353509,71760.7
182.734,8.256,30.7006,0.867831,71765.9
182.754,8.30784,29.4665,0.867831,71770.7
182.774,8.42015,28.2323,0.353509,71775.5
182.794,8.47199,29.8779,1.38215,71780.5
182.815,8.43743,30.7006,0.867831,71785.9
182.834,8.58431,28.6437,0.353509,71790.7
182.854,9.47423,10.1307,0.353509,71792.6
182.874,9.4915,10.1307,0.353509,71794.5
182.894,8.53247,44.2768,0.353509,71802.1
182.914,9.7075,32.7576,0.867831,71808.4
182.934,9.81982,30.2893,1.38215,71814.4
182.954,9.88894,29.055,0.353509,71820.1
182.975,9.82846,30.2893,1.38215,71826.2
182.994,9.86302,36.8716,0.867831,71833.3
183.014,9.76798,30.7006,1.38215,71839.3
183.034,9.80254,31.9349,0.353509,71845.6
183.056,9.78526,30.7006,0.353509,71852
183.074,9.76798,31.9349,0.353509,71857.8
183.094,9.78526,46.3338,0.867831,71866.8
183.115,9.65566,33.169,0.867831,71873.4
183.135,9.7075,33.5804,0.867831,71880.2
183.154,9.6643,33.9919,0.353509,71886.4
183.174,9.64702,34.8146,0.867831,71893.1
183.194,9.73342,32.7576,0.353509,71899.4
183.215,9.69022,32.7576,0.353509,71906
183.234,9.54334,36.4603,0.867831,71912.8
183.255,9.58654,34.8146,0.867831,71919.6
183.274,9.61246,35.226,0.867831,71926.2
183.294,9.44831,38.5173,0.867831,71933.5
183.315,9.51742,35.226,1.38215,71940.6
183.334,9.54334,36.8716,0.353509,71947.3
183.354,9.42239,39.34,0.867831,71954.6
183.374,9.50014,36.8716,0.353509,71961.6
183.394,9.45695,38.9286,1.38215,71968.9
183.414,9.39647,38.9286,0.353509,71976.3
183.434,9.47423,37.283,0.867831,71983.4
183.454,9.46558,37.6944,0.867831,71990.5
183.476,9.37055,40.1628,0.867831,71998.7
183.497,8.70527,51.682,1.38215,72008.2
183.514,9.24095,38.9286,0.867831,72014.3
183.534,9.31007,40.9856,0.353509,72022.1
183.554,9.30143,41.397,0.353509,72029.6
183.574,9.27551,40.9856,0.353509,72037.2
183.594,8.80031,50.0364,0.353509,72046.1
183.614,9.18047,42.6312,0.353509,72053.9
183.634,9.15455,42.2198,1.38215,72061.7
183.654,9.21503,43.0426,0.867831,72069.7
183.674,9.14591,43.8654,1.38215,72077.6
183.697,8.61023,51.682,0.867831,72087.8
183.716,8.73119,50.4478,0.353509,72096.2
183.736,8.57567,52.5048,0.867831,72105.3
183.754,8.76575,48.8022,0.353509,72112.9
183.774,8.87807,47.568,0.353509,72121.3
183.794,8.58431,57.853,0.353509,72131.3
183.814,7.22785,61.5556,0.353509,72140.2
183.834,7.27104,62.3784,0.867831,72149.3
183.854,7.03777,62.7898,0.353509,72158.1
183.875,7.38336,61.5556,0.353509,72167.4
183.894,7.22785,61.1442,0.867831,72176
183.914,7.392,60.7328,1.89648,72185
183.934,7.36608,61.1442,0.353509,72194.1
183.954,7.48704,59.91,0.353509,72203
183.974,7.58208,59.0872,1.38215,72211.9
183.994,7.65984,59.0872,0.353509,72221
184.014,7.77216,58.2644,0.867831,72230
184.035,7.81536,57.853,0.867831,72239.5
184.054,7.85856,57.0302,1.38215,72248
184.074,7.97088,57.0302,0.353509,72257.1
184.094,7.93632,57.4416,-0.160814,72266.2
184.114,8.0832,55.3846,0.867831,72275.2
184.135,8.11776,55.3846,0.353509,72284.7
184.154,8.16096,54.5618,0.867831,72293.1
184.174,8.26464,54.5618,0.353509,72302.1
184.194,8.256,53.739,0.867831,72311
184.214,8.32512,54.1504,1.38215,72320
184.235,8.43743,51.682,1.38215,72329
184.254,8.46335,51.2706,0.867831,72337.4
184.274,8.54111,51.2706,0.867831,72346.2
